kod	nazev
846	Doplňky oděvní z tkanin textilních i pletené, háčkov.
8461	Oděvní doplňky, kromě dětských, bez pletených
84611	Kapesniky
84612	Prehozy, satky, saly, mantily, zavoje ap., ne pletene
84613	Vazanky, motylky, kravaty
84614	Rukavice, palcaky, ne pletene, hackovane
84619	Ostatni konfekcni odevni doplnky, soucasti ne pletene
8462	Punčochové kalhoty, punčochy, ponožky apod. (vč. svršků obuvi bez podrážek), pletené
84623	Punčochové zboží, s postupným stlačením (na křečové žíly apod.)
84624	Ostatní punčochové kalhoty, punčochy, nikoli s postupným stlačením
84625	Ostatní dámské punčochy a podkolenky z vláken do 67 decitex, nikoli s postupným stlačením
84629	Ostatni stavkove zbozi, pletene, hackovane
8469	Ostatníi konfekční oděvní doplňky
84691	Rukavice, pletene, hackovane, napustene aj. plasty
84692	Ostatni rukavice, palcaky, pletene, hackovane
84693	Prehozy, satky, saly, mantily, zavoje apod.
84699	Konfekcni odevni doplnky, j.n., soucasti odevu
848	Doplňky oděvní z mater. ne textilního, pokrývky hlavy
8481	Oděvní výrobky a doplňky z kůže či z kompozitní kůže
84811	Odevni vyrobky z kuze, kompozitni kuze
84812	Rukavice, palcaky ne k sportovnim ucelum z kuze
84813	Pasy, remeny z kuze, kompozitni kuze
84819	Ostatni odevni doplnky z kuze, kompozitni kuze
8482	Doplňky oděvů a šatů z plastů nebo vulkaniz. pryže
84821	Doplnky satu, odevu, z plastu
84822	Gumove rukavice
84829	Ostatni doplnky satu, odevu z vulkanizovane pryze
8483	Doplňky oděvů a šatů z kožešin nebo umělých kožešin
84831	Kozesinove vyrobky
84832	Umele kozesiny, vyrobky z nich
8484	Pokrývky hlavy a kloboučnická galanterie, j.n.
84842	Klobouky aj. spletane, sesite z jakehokoli materialu
84843	Klobouky aj. pletene, hackovane, z krajky, plsti ap.
84844	Ochranne pokryvky hlavy, pr. zdobene
84845	Pokryvky hlavy, j.n., z pryze, plastu, pr. zdobene
84848	Celenky, lemovky, potahy, pasky ap. k pokryvkam hlavy
84849	Pokryvky hlavy, j.n., ne z pryze, plastu
85	Obuv
851	Obuv
8511	Obuv s ochrannou kovovou špičkou, ne sportovní
85111	Nepromokava obuv s podesvi, svrskem z pryze, plastu
85115	Obuv s podesvi z pryze, plastu, kuze, svrskem z kuze
8512	Sportovní obuv
85121	Lyzarske boty s podesvi, svrskem z pryze, plastu
85122	Lyzarske boty s podesvi s pryze, kuze, svrskem z kuze
85123	Ost. sport. obuv s podesvi, svrskem z pryze, plastu
85124	Ost. sport. obuv s podesvi z pryze aj. svrskem z kuze
85125	Tenisky aj. sportovni obuv s podesvi z pryze, plastu
8513	Obuv s podešví a svrškem z pryže nebo plastů
85131	Obuv, j.n., svrsek neni prilepen, pripevnen sitim ap.
85132	Ostatni obuv s podesvi, svrskem z pryze, plastu
8514	Ostatní obuv se svrškem z kůže nebo kompozitní kůže
85141	Obuv s podesvi z kuze, svrskem z prouzku pres nart
85148	Obuv, j.n., s podesvi z pryze, plastu, kuze ap.
85149	Obuv se svrskem z kuze, kompozitni kuze, j.n.
8515	Ostatní obuv se svrškem z textilního materiálu
85151	Obuv s podesvi z pryze, plastu
85152	Obuv s podesvi z kuze, kompozitni kuze
85159	Obuv se svrskem z textilniho materialu, j.n.
8517	Obuv, j.n.
8519	Části obuvi, vyměnitelné podpatky aj., kamaše apod.
87	Odborné, vědecké a řídící přístroje a zařízeni, j.n.
871	Přístroje a zařízení optické jn.
8711	Čočkové a optické dalekohledy, stativy
87111	Dalekohledy binokularni
87115	Ostatni astronomicke pristroje
87119	Dily, prislusenstvi (vc. stativu) dalekohledu ap.
8713	Mikroskopy, difrakčni přístroje, díly, příslušenství
87131	Mikroskopy (ne opticke), difrakcni pristroje
87139	Dily, prislusenstvi mikroskopu, difrakcnich pristroju
8714	Složené optické mikroskopy
87141	Stereoskopicke mikroskopy
87143	Ost. mikroskopy pro mikrofotografii, mikroprojekci
87145	Mikroskopy, j.n.
87149	Dily, prislusenstvi slozenych optickych mikroskopu
8719	Prvky s tekutými krystaly, j.n., lasery aj. zařízení
87191	Teleskopicka hledi ke zbranim, periskopy, teleskopy
87192	Lasery (ne laserove diody)
87193	Ost. prvky s tekutymi krystaly, ost. opticka zarizeni
87199	Dily, prisl. prvku s tekutymi krystaly, laseru ap.
872	Zařízení, přístroje pro účely lékařské, veterinární ap.
8721	Zubolékařské zařízení a přístroje, j.n.
87211	Motory zubnich vrtacek
87219	Ostatni zubolekarska zarizeni, pristroje
8722	Přístroje pro lékařské,chirurgické,veterinární účely
87221	Strikacky, jehly, katetry, kanyly apod.
87225	Zrizeni, pristroje pro ocni lekarstvi, j.n.
87229	Ostatni zarizeni, pristroje pro lekarskou aj. vedu
8723	Aparáty pro mechanoterapii, masážní přístroje apod.
87231	Aparaty pro mechanoterapii, masazni pristroje aj.
87233	Terapie ozonova, kyslikova aj., respiracni pristroje
87235	Ostatni dychaci pristroje, plynove masky
8724	Nábytek pro ordinace lékařské aj., holičská křesla
873	Přístroje měřící a počítadla jn.
8731	Přístroje k měření spotřeby plynu, kapalin, elektřiny
87311	Merice plynu
87313	Merice kapalin
87315	Merice elektriny
87319	Dily, prislusenstvi mericu plynu, kapalin, elektriny
8732	Počítadla otáček, kilometrů, krokomery, tachometry
87321	Pocitadla otacek, vyroby, taxametry, krokomery ap.
87325	Ukazatele rychlosti, tachometry, stroboskopy
87329	Dily, prislusenstvi pocitadel otacek, kilometru ap.
874	Přístroje měřící, kontrolní, analyzační, řídící jn.
8741	Kompasy a ostatní navigační přístroje
87411	Smerove kompasy, ost. navigacni pristroje, zarizeni
87412	Dily, prislusenstvi navigacnich pristroju, zarizeni
87413	Pristroje, zarizeni hydrologicke, meteorologicke ap.
87414	Dily, prislusenstvi pro zarizeni meteorologicke ap.
8742	Rýsovací, vytyčovací či matematicko-výpočetní pomůcky
87422	Kreslici stoly, pristroje, ost. pomucky kreslici ap.
87423	Pristroje k mereni delky, rucni, j.n.
87424	Dily, prislus. pristroju kreslicich, mereni delky ap.
87425	Merici, kontrolni zarizeni, pristroje, stroje, j.n.
87426	Dily, prislusenstvi mericich, kontrolnich zarizeni
8743	Přístroje k měření nebo kontrole kapalin nebo plynů
87431	Pristroje aj. k mereni, kontrole prutoku, hladiny
87435	Pristroje, zarizeni k mereni, kontrole tlaku
87437	Ost. pristroje, zarizeni mereni, kontroly prutoku ap.
87439	Dily, prislus. pristroju mereni, kontroly prutoku ap.
8744	Přístroje a zařízení k fyzikální, chemicke analýze
87441	Analyzatory plynu, koure
87442	Pristroje na chromatografii, elektroforezu
87443	Spektrometry aj. uzivajici opticke radiace
87445	Ostatni pristroje, aparaty uzivajici opticke radiace
87446	Pristroje, aparaty pro fyzikalni, chemickou analyzu
87449	Mikrotomy, dily pristr. k chemicke, fyzikalni analyze
8745	Měřící, regulační a vědecké přístroje, j.n.
87451	Vahy o citlivosti 5 cg a lepsi, pr. se zavazim
87452	Pristroje, aparaty, modely k nazornemu predvadeni
87453	Stroje, pristroje k testovani vlastnosti materialu
87454	Dily, prislusenstvi pristroju k testovani materialu
87455	Hustomery, teplomery, barometry, psychometry aj.
87456	Dily, prislusenstvi hustomeru, teplomeru, barometru
8746	Přístroje a zaříz. k automatické regulaci a ovládání
87461	Termostaty
87463	Regulatory, ovladace tlaku (manostaty)
87465	Ostatni regulacni, ovladaci pristroje, zarizeni
87469	Dily, prislusenstvi zarizeni k automaticke regulaci
8747	Osciloskopy, analyzátory spektra aj. přístroje
87471	Pristroje, zarizeni k mereni ap. ionizacniho zareni
87473	Osciloskopy, oscilografy s obrazovkou
87475	Ost. pristroje k mereni, kontrole napeti, odporu ap.
87477	Ost. pristroje, zarizeni specialne pro telekomunikace
87478	Ostatni pristroje k mereni, kontrole elektr. velicin
87479	Dily, prislusenstvi osciloskopu, analyzatoru spektra
8749	Díly, příslusenství strojů, spotřebičů, zařízení j.n.
88	Fotografické přístroje, výstroj a potřeby a optické výrobky, j.n.; hodiny a hodinky
881	Přístroje a výstroj fotografické jn.
8811	Fotografické kamery, zařízení k bleskovému osvětlení
88111	Fotograficke (ne filmovaci) kamery
88113	Fotografické zařízení k bleskovému osvětlení, bleskové žárovky apod.
88114	Dily, prislusenstvi fotografickych kamer
88115	Dily ap. fotografickeho zariz. k bleskovemu osvetleni
8812	Filmovací kamery, promítačky, díly, příslušenství
88121	Filmovaci kamery
88122	Filmove promitacky
88123	Dily, prislusenstvi filmovacich kamer
88124	Dily, prislusenstvi filmovych promitacek
8813	Fotografické a filmovací přístroje a zařízení, j.n.
88131	Cteci zarizeni na mikrofilm, mikrofise aj.
88132	Promitacky obrazku, j.n.
88133	Fotograficke zvetsovaci, zmensovaci zarizeni
88134	Dily, prisl. cteciho zarizeni, promitacek obrazku ap.
88135	Pristroje, zarizeni pro fotograficke laboratore, j.n.
88136	Dily, prisl. pristroju pro fotograficke laboratore
882	Potřeby fotografické a kinematografické
8821	Chemické výrobky k fotografickým účelům
8822	Fotografické desky, ploché filmy,citlivé,neexponované
8823	Svitkový film, citlivý, neexponovaný
8824	Fotografický papír,lepenka,tkaniny,citlivé,neexpon.
8825	Fotografické filmy, papír aj. exponované, nevyvolané
8826	Fotografické desky a filmy, exponované, vyvolané
883	Filmy kinematografické exponované a vyvolané
8831	Kinematografické filmy exponované,vyvolané, nad 35 mm
8839	Kinematografické filmy exponované, vyvolané, jiné
884	Výrobky optické jn.
8841	Optická vlákna, svazky optic. vláken a optické kabely
88411	Kontaktni cocky
88415	Brylove cocky ze skla
88417	Brylove cocky z jineho materialu
88419	Opticka vlakna, pasy aj. z polarizacniho mater., dily
8842	Brýle, brýlové obruby
88421	Obruby, sestavy k brylim, skripcum apod.
88422	Dily pro obruby, sestavy bryli, skripcu apod.
88423	Bryle, skripce ap., korekcni, ochranne aj.
8843	Čočky, hranoly, zrcadla, ost. optické základní díly
88431	Objektivove cocky do kamer, promitacek aj.
88432	Ostatni objektivove cocky
88433	Filtry
88439	Smontovane zakladni opticke dily, j.n.
885	Hodiny a hodinky
8853	Hodinky náramkové, kapesní aj. s pouzdrem z kovu
88531	Naramkove hodinky na baterii ap., i jako stopky
88532	Ostatni naramkove hodinky, i jako stopky
88539	Kapesni hodinky, ostatni hodinky (ne naramkove)
8854	Hodinky náramkové, kapesní a jiné (vč.stopek)
88541	Naramkove hodinky na baterii ap., i jako stopky
88542	Ostatni naramkove hodinky, i jako stopky
88549	Kapesni hodinky, ostatni hodinky (ne naramkove)
8855	Časoměrné přístroje, kompletní, smontované
88551	Casomerne pristroje, na baterii, akumulator
88552	Casomerne pristroje, ne na baterii, akumulator
8857	Hodiny
88571	Hodiny na pristrojove desce ap. pro letadla, auta aj.
88572	Hodiny s casomernym pristrojem na baterii, akumulator
88573	Ostatni hodiny s casomernym pristrojem
88574	Budiky na baterii ap., vnejsi zdroj elektr. proudu
88575	Ostatni budiky
88576	Nastenne hodiny na baterii ap., vnejsi zdroj proudu
88577	Ostatni nastenne hodiny
88578	Ostatni hodiny, na baterii ap., vnejsi zdroj proudu
88579	Hodiny, j.n.
8859	Časoměrná zařízení, příslušenství, j.n., díly hodin
88591	Hodinkova pouzdra, dily
88592	Pasky, reminky, naramky hodinek, dily, z kovu
88593	Pasky, reminky, naramky hodinek, dily, ne z kovu
88594	Pristroje k zaznamenavani, mereni casu
88595	Casove spinace se strojkem, synchronnim motorkem
88596	Hodinove strojky, kompletni, smontovane
88597	Pouzdra hodinova apod. typu pro jine vyrobky
88598	Kompletni, nekompletni, hodinove, hodinkove strojky
88599	Dily hodinek, hodin, j.n.
89	Různé výrobky, j.n.
891	Zbraně a munice
8911	Obrněná bojová vozidla, válečné zbraně
89111	Tanky, ostatni obrnena bojova vozidla, motorizovana
89112	Vojenske zbrane
89113	Pobocne zbrane (savle, palase, ap.), dily, pouzdra
89114	Revolvery, pistole
8912	Bomby, granáty, torpéda, miny apod. válečná munice
89122	Naboje do brokovnic
89123	Vzduchovkove broky, dily naboju do brokovnic
89124	Ostatni naboje, dily
89129	Valecna munice, dily, j.n.
8913	Civilní zbraně
89131	Strelne zbrane, j.n. ap. zarizeni na explozivni naboj
89139	Ostatni zbrane (pruzinove, vzduchove, plynove ap.)
8919	Díly a příslušenství výrobků skupiny 891.1 a 891.3
89191	Dily, prislusenstvi revolveru, pistoli
89193	Hlavne brokovnic
89195	Ostatni dily brokovnic, pusek
89199	Dily, prislusenstvi, j.n., vojenskych a ost. zbrani
892	Tiskoviny
8921	Knihy, brožury, mapy, glóbusy, tištěné
89212	Detske knizky obrazkove, omalovanky
89213	Mapy, plany ve forme knihy
89214	Mapy, hydrograficke ap. plany, tistene, ne knihy
89215	Tistene knihy, letaky ap. na jednotlivych listech
89216	Slovniky, encyklopedie, dily, ne jednotlive listy
89219	Ostatni knihy, brozury ap. tiskoviny, ne jedn. listy
8922	Noviny, časopisy a periodika
89221	Noviny, casopisy, vychazejici nejmene ctyrikrat tydne
89229	Noviny, casopisy, periodika ostatni
8924	Pohlednice, gratulační, oznamovací lístky aj. tištěné
89241	Keramicke obtisky (dekalomanie)
89242	Listky tistene, obrazkove, tistene s gratulaci ap.
8928	Tiskoviny, j.n.
89281	Papirove, lepenkove vinety-nalepky vseho druhu
89282	Plany, vykresy pro stavitelske, prumyslove ap. ucely
89283	Nepouzite postovni znamky, kolky ap., bankovky, akcie
89284	Kalendare vseho druhu, tistene
89285	Hudebni noty, tistene, rucne psane, pr. svazane
89286	Obchodni propagacni material, katalogy apod.
89287	Obrazy, vzory, fotografie
89289	Tiskoviny, j.n.
893	Předměty z hmot plastických jn.
8931	Plastické předměty k dopravě či balení zboží
89311	Sacky, pytle (vc. kornoutu)
89319	Predmety k doprave a baleni zbozi, zatky aj. z plastu
8932	Zboží pro stavebníky z plastů
89321	Vany, sprchy, umyvadla ap. sanitarni vyrobky z plastu
89329	Ostatni zbozi pro stavebniky z plastu
8933	Podlahové krytiny, krytiny stěn apod., z plastů
89331	Krytiny podlah, sten, stropu z plastu
89332	Stolni, kuchynske nadobi, ost. pro domacnost z plastu
8939	Předměty z plastů, j.n.
89394	Kanelarske, skolni potreby z plastu
89395	Doplnky k nabytku, vozum ap. z plastu
89399	Ostatni predmety z plastu
894	Kočárky dětské, hračky, hry a potřeby sportovní
8941	Dětské kočárky, díly, j.n.
8942	Tříkolky,koloběžky,šlapací auta apod.;kočárky pro panenky;panenky;hračky ost;modely;puzzle
8943	Předměty pro zábavu, pokojové hry stolní apod.
89431	Videohry pouzivane s televizorem
89433	Vyrobky a prislusenstvi kulecniku
89435	Ostatni hry fungujici na vhozeni mince, kotouce
89437	Hraci karty
89439	Predmety pro zabavu, hry pokojove stolni aj., j.n.
8944	Výrobky pro karneval, vánoční ozdoby, betlémy apod.
89441	Soupravy svetel uzivanych na vanocni stromky
89445	Ostatni predmety pro vanocni oslavy
89449	Ostatni zabavne predmety
8946	Kolotoče, houpačky, střelnice a podobné atrakce
8947	Sportovní potřeby
89471	Rybarske pruty, hacky aj., podberaky, sitky na motyly
89472	Brusle, brusle na koleckach (vc. bot s bruslemi)
89473	Lyze na snih, lyzarska vybava
89474	Vodni lyze, prkna surfova, oplachtena aj.
89475	Golfove nacini
89476	Rakety na tenis, badminton ap., pr. nevypletene
89477	Rukavice, palcaky specialne pro sport
89478	Telocvicne, atleticke potreby, nacini
89479	Sportovni potreby, j.n.
895	Potřeby kancelářské a zboží papírnické jn.
8951	Kancelářské potřeby, papírnické zboží ze zákl. kovu
89511	Registratury, stojany na spisy ap. ze zakladnich kovu
89512	Vlozky do poradacu, sponky, dratky ap. ze zakl. kovu
8952	Pera, tužky a plnící pera
89521	Pera propisovaci, plnici aj., tuzky sroubovaci ap.
89522	Hroty per, spicky hrotu
89523	Tuzky, tuhy, pastelky, kridy psaci, krejcovske ap.
8959	Ostatní kancelářské potřeby a papírnické zboží
89591	Kreslici tus, inkoust psaci aj., pr. koncentrovane
89592	Bridlicove tabulky aj. tabule s povrchem k psani ap.
89593	Razitka, raznice dat, cislic ap. ovladane rucne
89594	Pasky do psacich stroju ap., barvene aj. upravene
896	Díla umělecká, předměty sběratelské a starožitnosti
8961	Olejomalby, kresby, pastely, ruční práce, koláže ap.
89611	Olejomalby, kresby, pastely
89612	Kolaze ap. dekorativni plakety
8962	Původní rytiny, tisky, litografie
8963	Původní plastiky, sošky, z jakéhokoli materiálu
8964	Poštovní známky, kolky, razítka, obálky
8965	Zoologické, botanické, historické a jiné sbírky
8966	Starožitnosti starší než 100 let
897	Šperky, výrobky zlatnické a stříbrnické ap. předměty
8972	Nepravé šperky (bižuterie)
89721	Neprave sperky ze zakl. kovu, pr. pokovene dr. kovem
89729	Neprave sperky z ostatnich nedrahych kovu
8973	Šperky ze zlata a stříbra, bez hodinek
89731	Klenotnicke vyrobky, dily, z drahych kovu, pokovene
89732	Zlatnicke, stribrnicke vyrobky, z drahych kovu
89733	Vyrobky z perel, drahokamu, polodrahokamu
8974	Ostatní výrobky z drahých kovů, kovů pokovených
89741	Katalyzatory z platiny, kovu skupiny platiny
89749	Vyrobky z drahych kovu, kovu pokovenych, j.n.
898	Nástroje hudební, díly, příslušenství, desky, pásky ap.
8981	Klavíry a ostatní strunné hudební nástroje
89813	Klaviry, harpsichordy aj. klavesove strunne nastroje
89815	Ostatni strunne nastroje (kytary, housle, harfy)
8982	Hudební nástroje (bez klavíru a ost.strunných nástr.)
